,States,Regions,latitude,longitude,Date,Energy Consumption
7358,Tripura,NER,23.83540428,91.27999914,2019-08-13,4.1
7359,Punjab,NR,31.51997398,75.98000281,2019-08-14,171.0
7360,Haryana,NR,28.45000633,77.01999101,2019-08-14,158.0
7361,Rajasthan,NR,26.44999921,74.63998124,2019-08-14,244.1
7362,Delhi,NR,28.6699929,77.23000403,2019-08-14,95.2
7363,UP,NR,27.59998069,78.05000565,2019-08-14,417.5
7364,Uttarakhand,NR,30.32040895,78.05000565,2019-08-14,36.1
7365,HP,NR,31.10002545,77.16659704,2019-08-14,24.1
7366,J&K,NR,33.45,76.24,2019-08-14,41.2
7367,Chandigarh,NR,30.71999697,76.78000565,2019-08-14,4.6
7368,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-14,79.4
7369,Gujarat,WR,22.2587,71.1924,2019-08-14,315.2
7370,MP,WR,21.30039105,76.13001949,2019-08-14,216.6
7371,Maharashtra,WR,19.25023195,73.16017493,2019-08-14,443.5
7372,Goa,WR,15.491997,73.81800065,2019-08-14,10.7
7373,DNH,WR,20.26657819,73.0166178,2019-08-14,8.1
7374,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-14,195.9
7375,Telangana,SR,18.1124,79.0193,2019-08-14,168.1
7376,Karnataka,SR,12.57038129,76.91999711,2019-08-14,201.2
7377,Kerala,SR,8.900372741,76.56999263,2019-08-14,74.0
7378,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-14,311.9
7379,Pondy,SR,11.93499371,79.83000037,2019-08-14,8.1
7380,Bihar,ER,25.78541445,87.4799727,2019-08-14,98.6
7381,Jharkhand,ER,23.80039349,86.41998572,2019-08-14,27.3
7382,Odisha,ER,19.82042971,85.90001746,2019-08-14,84.5
7383,West Bengal,ER,22.58039044,88.32994665,2019-08-14,102.9
7384,Sikkim,ER,27.3333303,88.6166475,2019-08-14,1.3
7385,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-14,1.5
7386,Assam,NER,26.7499809,94.21666744,2019-08-14,23.6
7387,Manipur,NER,24.79997072,93.95001705,2019-08-14,2.5
7388,Meghalaya,NER,25.57049217,91.8800142,2019-08-14,5.1
7389,Mizoram,NER,23.71039899,92.72001461,2019-08-14,1.4
7390,Nagaland,NER,25.6669979,94.11657019,2019-08-14,2.1
7391,Tripura,NER,23.83540428,91.27999914,2019-08-14,4.7
7392,Punjab,NR,31.51997398,75.98000281,2019-08-15,130.8
7393,Haryana,NR,28.45000633,77.01999101,2019-08-15,138.4
7394,Rajasthan,NR,26.44999921,74.63998124,2019-08-15,247.1
7395,Delhi,NR,28.6699929,77.23000403,2019-08-15,62.6
7396,UP,NR,27.59998069,78.05000565,2019-08-15,289.7
7397,Uttarakhand,NR,30.32040895,78.05000565,2019-08-15,35.7
7398,HP,NR,31.10002545,77.16659704,2019-08-15,27.0
7399,J&K,NR,33.45,76.24,2019-08-15,49.1
7400,Chandigarh,NR,30.71999697,76.78000565,2019-08-15,3.5
7401,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-15,85.3
7402,Gujarat,WR,22.2587,71.1924,2019-08-15,352.8
7403,MP,WR,21.30039105,76.13001949,2019-08-15,270.2
7404,Maharashtra,WR,19.25023195,73.16017493,2019-08-15,484.7
7405,Goa,WR,15.491997,73.81800065,2019-08-15,10.2
7406,DNH,WR,20.26657819,73.0166178,2019-08-15,18.3
7407,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-15,193.5
7408,Telangana,SR,18.1124,79.0193,2019-08-15,247.4
7409,Karnataka,SR,12.57038129,76.91999711,2019-08-15,240.0
7410,Kerala,SR,8.900372741,76.56999263,2019-08-15,77.3
7411,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-15,311.3
7412,Pondy,SR,11.93499371,79.83000037,2019-08-15,6.9
7413,Bihar,ER,25.78541445,87.4799727,2019-08-15,75.3
7414,Jharkhand,ER,23.80039349,86.41998572,2019-08-15,24.0
7415,Odisha,ER,19.82042971,85.90001746,2019-08-15,71.6
7416,West Bengal,ER,22.58039044,88.32994665,2019-08-15,121.0
7417,Sikkim,ER,27.3333303,88.6166475,2019-08-15,1.8
7418,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-15,2.5
7419,Assam,NER,26.7499809,94.21666744,2019-08-15,22.6
7420,Manipur,NER,24.79997072,93.95001705,2019-08-15,2.7
7421,Meghalaya,NER,25.57049217,91.8800142,2019-08-15,6.7
7422,Mizoram,NER,23.71039899,92.72001461,2019-08-15,1.8
7423,Nagaland,NER,25.6669979,94.11657019,2019-08-15,2.3
7424,Tripura,NER,23.83540428,91.27999914,2019-08-15,3.4
7425,Punjab,NR,31.51997398,75.98000281,2019-08-16,129.7
7426,Haryana,NR,28.45000633,77.01999101,2019-08-16,142.3
7427,Rajasthan,NR,26.44999921,74.63998124,2019-08-16,250.9
7428,Delhi,NR,28.6699929,77.23000403,2019-08-16,64.0
7429,UP,NR,27.59998069,78.05000565,2019-08-16,292.4
7430,Uttarakhand,NR,30.32040895,78.05000565,2019-08-16,36.7
7431,HP,NR,31.10002545,77.16659704,2019-08-16,26.9
7432,J&K,NR,33.45,76.24,2019-08-16,48.8
7433,Chandigarh,NR,30.71999697,76.78000565,2019-08-16,3.5
7434,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-16,86.9
7435,Gujarat,WR,22.2587,71.1924,2019-08-16,353.0
7436,MP,WR,21.30039105,76.13001949,2019-08-16,272.0
7437,Maharashtra,WR,19.25023195,73.16017493,2019-08-16,493.9
7438,Goa,WR,15.491997,73.81800065,2019-08-16,10.3
7439,DNH,WR,20.26657819,73.0166178,2019-08-16,18.7
7440,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-16,197.3
7441,Telangana,SR,18.1124,79.0193,2019-08-16,252.5
7442,Karnataka,SR,12.57038129,76.91999711,2019-08-16,244.1
7443,Kerala,SR,8.900372741,76.56999263,2019-08-16,77.4
7444,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-16,317.5
7445,Pondy,SR,11.93499371,79.83000037,2019-08-16,7.3
7446,Bihar,ER,25.78541445,87.4799727,2019-08-16,74.8
7447,Jharkhand,ER,23.80039349,86.41998572,2019-08-16,23.9
7448,Odisha,ER,19.82042971,85.90001746,2019-08-16,71.1
7449,West Bengal,ER,22.58039044,88.32994665,2019-08-16,125.4
7450,Sikkim,ER,27.3333303,88.6166475,2019-08-16,1.8
7451,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-16,2.2
7452,Assam,NER,26.7499809,94.21666744,2019-08-16,22.5
7453,Manipur,NER,24.79997072,93.95001705,2019-08-16,2.6
7454,Meghalaya,NER,25.57049217,91.8800142,2019-08-16,6.2
7455,Mizoram,NER,23.71039899,92.72001461,2019-08-16,1.6
7456,Nagaland,NER,25.6669979,94.11657019,2019-08-16,2.3
7457,Tripura,NER,23.83540428,91.27999914,2019-08-16,3.5
7458,Punjab,NR,31.51997398,75.98000281,2019-08-17,120.4
7459,Haryana,NR,28.45000633,77.01999101,2019-08-17,138.8
7460,Rajasthan,NR,26.44999921,74.63998124,2019-08-17,250.6
7461,Delhi,NR,28.6699929,77.23000403,2019-08-17,65.1
7462,UP,NR,27.59998069,78.05000565,2019-08-17,291.2
7463,Uttarakhand,NR,30.32040895,78.05000565,2019-08-17,35.7
7464,HP,NR,31.10002545,77.16659704,2019-08-17,28.0
7465,J&K,NR,33.45,76.24,2019-08-17,51.6
7466,Chandigarh,NR,30.71999697,76.78000565,2019-08-17,3.7
7467,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-17,86.5
7468,Gujarat,WR,22.2587,71.1924,2019-08-17,356.3
7469,MP,WR,21.30039105,76.13001949,2019-08-17,272.3
7470,Maharashtra,WR,19.25023195,73.16017493,2019-08-17,497.9
7471,Goa,WR,15.491997,73.81800065,2019-08-17,10.7
7472,DNH,WR,20.26657819,73.0166178,2019-08-17,18.7
7473,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-17,198.1
7474,Telangana,SR,18.1124,79.0193,2019-08-17,254.3
7475,Karnataka,SR,12.57038129,76.91999711,2019-08-17,247.8
7476,Kerala,SR,8.900372741,76.56999263,2019-08-17,76.5
7477,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-17,321.5
7478,Pondy,SR,11.93499371,79.83000037,2019-08-17,7.5
7479,Bihar,ER,25.78541445,87.4799727,2019-08-17,76.1
7480,Jharkhand,ER,23.80039349,86.41998572,2019-08-17,23.6
7481,Odisha,ER,19.82042971,85.90001746,2019-08-17,73.3
7482,West Bengal,ER,22.58039044,88.32994665,2019-08-17,124.2
7483,Sikkim,ER,27.3333303,88.6166475,2019-08-17,1.9
7484,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-17,2.2
7485,Assam,NER,26.7499809,94.21666744,2019-08-17,22.4
7486,Manipur,NER,24.79997072,93.95001705,2019-08-17,2.7
7487,Meghalaya,NER,25.57049217,91.8800142,2019-08-17,6.3
7488,Mizoram,NER,23.71039899,92.72001461,2019-08-17,1.6
7489,Nagaland,NER,25.6669979,94.11657019,2019-08-17,2.2
7490,Tripura,NER,23.83540428,91.27999914,2019-08-17,3.5
7491,Punjab,NR,31.51997398,75.98000281,2019-08-18,110.3
7492,Haryana,NR,28.45000633,77.01999101,2019-08-18,127.1
7493,Rajasthan,NR,26.44999921,74.63998124,2019-08-18,246.9
7494,Delhi,NR,28.6699929,77.23000403,2019-08-18,63.6
7495,UP,NR,27.59998069,78.05000565,2019-08-18,279.7
7496,Uttarakhand,NR,30.32040895,78.05000565,2019-08-18,36.5
7497,HP,NR,31.10002545,77.16659704,2019-08-18,26.9
7498,J&K,NR,33.45,76.24,2019-08-18,47.0
7499,Chandigarh,NR,30.71999697,76.78000565,2019-08-18,3.6
7500,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-18,88.6
7501,Gujarat,WR,22.2587,71.1924,2019-08-18,363.5
7502,MP,WR,21.30039105,76.13001949,2019-08-18,271.7
7503,Maharashtra,WR,19.25023195,73.16017493,2019-08-18,499.8
7504,Goa,WR,15.491997,73.81800065,2019-08-18,10.9
7505,DNH,WR,20.26657819,73.0166178,2019-08-18,18.5
7506,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-18,197.4
7507,Telangana,SR,18.1124,79.0193,2019-08-18,250.3
7508,Karnataka,SR,12.57038129,76.91999711,2019-08-18,246.6
7509,Kerala,SR,8.900372741,76.56999263,2019-08-18,75.3
7510,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-18,319.1
7511,Pondy,SR,11.93499371,79.83000037,2019-08-18,7.5
7512,Bihar,ER,25.78541445,87.4799727,2019-08-18,76.5
7513,Jharkhand,ER,23.80039349,86.41998572,2019-08-18,23.7
7514,Odisha,ER,19.82042971,85.90001746,2019-08-18,74.6
7515,West Bengal,ER,22.58039044,88.32994665,2019-08-18,124.8
7516,Sikkim,ER,27.3333303,88.6166475,2019-08-18,1.8
7517,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-18,2.3
7518,Assam,NER,26.7499809,94.21666744,2019-08-18,23.1
7519,Manipur,NER,24.79997072,93.95001705,2019-08-18,2.8
7520,Meghalaya,NER,25.57049217,91.8800142,2019-08-18,6.3
7521,Mizoram,NER,23.71039899,92.72001461,2019-08-18,1.6
7522,Nagaland,NER,25.6669979,94.11657019,2019-08-18,2.1
7523,Tripura,NER,23.83540428,91.27999914,2019-08-18,3.2
7524,Punjab,NR,31.51997398,75.98000281,2019-08-19,105.7
7525,Haryana,NR,28.45000633,77.01999101,2019-08-19,107.8
7526,Rajasthan,NR,26.44999921,74.63998124,2019-08-19,248.9
7527,Delhi,NR,28.6699929,77.23000403,2019-08-19,64.3
7528,UP,NR,27.59998069,78.05000565,2019-08-19,234.2
7529,Uttarakhand,NR,30.32040895,78.05000565,2019-08-19,32.8
7530,HP,NR,31.10002545,77.16659704,2019-08-19,26.2
7531,J&K,NR,33.45,76.24,2019-08-19,50.2
7532,Chandigarh,NR,30.71999697,76.78000565,2019-08-19,3.4
7533,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-19,88.7
7534,Gujarat,WR,22.2587,71.1924,2019-08-19,334.7
7535,MP,WR,21.30039105,76.13001949,2019-08-19,264.2
7536,Maharashtra,WR,19.25023195,73.16017493,2019-08-19,491.7
7537,Goa,WR,15.491997,73.81800065,2019-08-19,10.6
7538,DNH,WR,20.26657819,73.0166178,2019-08-19,18.4
7539,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-19,194.6
7540,Telangana,SR,18.1124,79.0193,2019-08-19,254.3
7541,Karnataka,SR,12.57038129,76.91999711,2019-08-19,243.4
7542,Kerala,SR,8.900372741,76.56999263,2019-08-19,74.7
7543,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-19,314.8
7544,Pondy,SR,11.93499371,79.83000037,2019-08-19,7.7
7545,Bihar,ER,25.78541445,87.4799727,2019-08-19,76.2
7546,Jharkhand,ER,23.80039349,86.41998572,2019-08-19,24.5
7547,Odisha,ER,19.82042971,85.90001746,2019-08-19,71.5
7548,West Bengal,ER,22.58039044,88.32994665,2019-08-19,130.0
7549,Sikkim,ER,27.3333303,88.6166475,2019-08-19,1.8
7550,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-19,2.1
7551,Assam,NER,26.7499809,94.21666744,2019-08-19,22.9
7552,Manipur,NER,24.79997072,93.95001705,2019-08-19,2.8
7553,Meghalaya,NER,25.57049217,91.8800142,2019-08-19,6.1
7554,Mizoram,NER,23.71039899,92.72001461,2019-08-19,1.6
7555,Nagaland,NER,25.6669979,94.11657019,2019-08-19,2.1
7556,Tripura,NER,23.83540428,91.27999914,2019-08-19,3.4
7557,Punjab,NR,31.51997398,75.98000281,2019-08-20,118.0
7558,Haryana,NR,28.45000633,77.01999101,2019-08-20,115.6
7559,Rajasthan,NR,26.44999921,74.63998124,2019-08-20,247.3
7560,Delhi,NR,28.6699929,77.23000403,2019-08-20,60.7
7561,UP,NR,27.59998069,78.05000565,2019-08-20,247.1
7562,Uttarakhand,NR,30.32040895,78.05000565,2019-08-20,34.6
7563,HP,NR,31.10002545,77.16659704,2019-08-20,26.8
7564,J&K,NR,33.45,76.24,2019-08-20,49.5
7565,Chandigarh,NR,30.71999697,76.78000565,2019-08-20,3.3
7566,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-20,88.1
7567,Gujarat,WR,22.2587,71.1924,2019-08-20,349.9
7568,MP,WR,21.30039105,76.13001949,2019-08-20,255.9
7569,Maharashtra,WR,19.25023195,73.16017493,2019-08-20,489.1
7570,Goa,WR,15.491997,73.81800065,2019-08-20,10.6
7571,DNH,WR,20.26657819,73.0166178,2019-08-20,18.5
7572,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-20,194.6
7573,Telangana,SR,18.1124,79.0193,2019-08-20,252.2
7574,Karnataka,SR,12.57038129,76.91999711,2019-08-20,236.8
7575,Kerala,SR,8.900372741,76.56999263,2019-08-20,76.9
7576,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-20,316.4
7577,Pondy,SR,11.93499371,79.83000037,2019-08-20,7.4
7578,Bihar,ER,25.78541445,87.4799727,2019-08-20,64.0
7579,Jharkhand,ER,23.80039349,86.41998572,2019-08-20,24.3
7580,Odisha,ER,19.82042971,85.90001746,2019-08-20,71.6
7581,West Bengal,ER,22.58039044,88.32994665,2019-08-20,124.9
7582,Sikkim,ER,27.3333303,88.6166475,2019-08-20,1.7
7583,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-20,2.0
7584,Assam,NER,26.7499809,94.21666744,2019-08-20,22.8
7585,Manipur,NER,24.79997072,93.95001705,2019-08-20,2.6
7586,Meghalaya,NER,25.57049217,91.8800142,2019-08-20,6.0
7587,Mizoram,NER,23.71039899,92.72001461,2019-08-20,1.7
7588,Nagaland,NER,25.6669979,94.11657019,2019-08-20,2.1
7589,Tripura,NER,23.83540428,91.27999914,2019-08-20,3.4
7590,Punjab,NR,31.51997398,75.98000281,2019-08-21,114.3
7591,Haryana,NR,28.45000633,77.01999101,2019-08-21,112.1
7592,Rajasthan,NR,26.44999921,74.63998124,2019-08-21,236.3
7593,Delhi,NR,28.6699929,77.23000403,2019-08-21,59.4
7594,UP,NR,27.59998069,78.05000565,2019-08-21,250.7
7595,Uttarakhand,NR,30.32040895,78.05000565,2019-08-21,32.7
7596,HP,NR,31.10002545,77.16659704,2019-08-21,25.8
7597,J&K,NR,33.45,76.24,2019-08-21,47.6
7598,Chandigarh,NR,30.71999697,76.78000565,2019-08-21,3.1
7599,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-21,86.0
7600,Gujarat,WR,22.2587,71.1924,2019-08-21,341.7
7601,MP,WR,21.30039105,76.13001949,2019-08-21,252.0
7602,Maharashtra,WR,19.25023195,73.16017493,2019-08-21,477.6
7603,Goa,WR,15.491997,73.81800065,2019-08-21,9.4
7604,DNH,WR,20.26657819,73.0166178,2019-08-21,18.4
7605,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-21,191.3
7606,Telangana,SR,18.1124,79.0193,2019-08-21,249.5
7607,Karnataka,SR,12.57038129,76.91999711,2019-08-21,230.0
7608,Kerala,SR,8.900372741,76.56999263,2019-08-21,71.1
7609,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-21,291.0
7610,Pondy,SR,11.93499371,79.83000037,2019-08-21,7.2
7611,Bihar,ER,25.78541445,87.4799727,2019-08-21,70.2
7612,Jharkhand,ER,23.80039349,86.41998572,2019-08-21,23.6
7613,Odisha,ER,19.82042971,85.90001746,2019-08-21,70.6
7614,West Bengal,ER,22.58039044,88.32994665,2019-08-21,113.2
7615,Sikkim,ER,27.3333303,88.6166475,2019-08-21,1.4
7616,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-21,2.1
7617,Assam,NER,26.7499809,94.21666744,2019-08-21,20.0
7618,Manipur,NER,24.79997072,93.95001705,2019-08-21,2.6
7619,Meghalaya,NER,25.57049217,91.8800142,2019-08-21,5.9
7620,Mizoram,NER,23.71039899,92.72001461,2019-08-21,1.6
7621,Nagaland,NER,25.6669979,94.11657019,2019-08-21,2.2
7622,Tripura,NER,23.83540428,91.27999914,2019-08-21,3.2
7623,Punjab,NR,31.51997398,75.98000281,2019-08-22,103.0
7624,Haryana,NR,28.45000633,77.01999101,2019-08-22,114.3
7625,Rajasthan,NR,26.44999921,74.63998124,2019-08-22,217.9
7626,Delhi,NR,28.6699929,77.23000403,2019-08-22,67.6
7627,UP,NR,27.59998069,78.05000565,2019-08-22,243.5
7628,Uttarakhand,NR,30.32040895,78.05000565,2019-08-22,37.1
7629,HP,NR,31.10002545,77.16659704,2019-08-22,29.7
7630,J&K,NR,33.45,76.24,2019-08-22,48.8
7631,Chandigarh,NR,30.71999697,76.78000565,2019-08-22,4.2
7632,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-22,72.7
7633,Gujarat,WR,22.2587,71.1924,2019-08-22,307.5
7634,MP,WR,21.30039105,76.13001949,2019-08-22,221.8
7635,Maharashtra,WR,19.25023195,73.16017493,2019-08-22,434.9
7636,Goa,WR,15.491997,73.81800065,2019-08-22,12.5
7637,DNH,WR,20.26657819,73.0166178,2019-08-22,18.5
7638,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-22,155.9
7639,Telangana,SR,18.1124,79.0193,2019-08-22,204.5
7640,Karnataka,SR,12.57038129,76.91999711,2019-08-22,195.5
7641,Kerala,SR,8.900372741,76.56999263,2019-08-22,68.7
7642,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-22,255.2
7643,Pondy,SR,11.93499371,79.83000037,2019-08-22,6.8
7644,Bihar,ER,25.78541445,87.4799727,2019-08-22,64.1
7645,Jharkhand,ER,23.80039349,86.41998572,2019-08-22,22.4
7646,Odisha,ER,19.82042971,85.90001746,2019-08-22,68.4
7647,West Bengal,ER,22.58039044,88.32994665,2019-08-22,109.9
7648,Sikkim,ER,27.3333303,88.6166475,2019-08-22,1.7
7649,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-22,2.1
7650,Assam,NER,26.7499809,94.21666744,2019-08-22,20.9
7651,Manipur,NER,24.79997072,93.95001705,2019-08-22,2.5
7652,Meghalaya,NER,25.57049217,91.8800142,2019-08-22,6.0
7653,Mizoram,NER,23.71039899,92.72001461,2019-08-22,1.8
7654,Nagaland,NER,25.6669979,94.11657019,2019-08-22,2.1
7655,Tripura,NER,23.83540428,91.27999914,2019-08-22,3.4
7656,Punjab,NR,31.51997398,75.98000281,2019-08-23,105.0
7657,Haryana,NR,28.45000633,77.01999101,2019-08-23,119.2
7658,Rajasthan,NR,26.44999921,74.63998124,2019-08-23,222.5
7659,Delhi,NR,28.6699929,77.23000403,2019-08-23,70.2
7660,UP,NR,27.59998069,78.05000565,2019-08-23,253.5
7661,Uttarakhand,NR,30.32040895,78.05000565,2019-08-23,38.5
7662,HP,NR,31.10002545,77.16659704,2019-08-23,30.0
7663,J&K,NR,33.45,76.24,2019-08-23,48.9
7664,Chandigarh,NR,30.71999697,76.78000565,2019-08-23,4.2
7665,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-23,75.8
7666,Gujarat,WR,22.2587,71.1924,2019-08-23,309.1
7667,MP,WR,21.30039105,76.13001949,2019-08-23,223.8
7668,Maharashtra,WR,19.25023195,73.16017493,2019-08-23,445.4
7669,Goa,WR,15.491997,73.81800065,2019-08-23,12.7
7670,DNH,WR,20.26657819,73.0166178,2019-08-23,18.6
7671,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-23,158.2
7672,Telangana,SR,18.1124,79.0193,2019-08-23,208.6
7673,Karnataka,SR,12.57038129,76.91999711,2019-08-23,198.9
7674,Kerala,SR,8.900372741,76.56999263,2019-08-23,67.1
7675,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-23,266.2
7676,Pondy,SR,11.93499371,79.83000037,2019-08-23,7.0
7677,Bihar,ER,25.78541445,87.4799727,2019-08-23,65.4
7678,Jharkhand,ER,23.80039349,86.41998572,2019-08-23,24.2
7679,Odisha,ER,19.82042971,85.90001746,2019-08-23,68.9
7680,West Bengal,ER,22.58039044,88.32994665,2019-08-23,112.9
7681,Sikkim,ER,27.3333303,88.6166475,2019-08-23,1.8
7682,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-23,2.1
7683,Assam,NER,26.7499809,94.21666744,2019-08-23,21.2
7684,Manipur,NER,24.79997072,93.95001705,2019-08-23,2.6
7685,Meghalaya,NER,25.57049217,91.8800142,2019-08-23,5.9
7686,Mizoram,NER,23.71039899,92.72001461,2019-08-23,1.8
7687,Nagaland,NER,25.6669979,94.11657019,2019-08-23,2.1
7688,Tripura,NER,23.83540428,91.27999914,2019-08-23,3.5
7689,Punjab,NR,31.51997398,75.98000281,2019-08-24,109.4
7690,Haryana,NR,28.45000633,77.01999101,2019-08-24,120.7
7691,Rajasthan,NR,26.44999921,74.63998124,2019-08-24,223.2
7692,Delhi,NR,28.6699929,77.23000403,2019-08-24,70.2
7693,UP,NR,27.59998069,78.05000565,2019-08-24,263.3
7694,Uttarakhand,NR,30.32040895,78.05000565,2019-08-24,39.3
7695,HP,NR,31.10002545,77.16659704,2019-08-24,31.5
7696,J&K,NR,33.45,76.24,2019-08-24,50.2
7697,Chandigarh,NR,30.71999697,76.78000565,2019-08-24,4.4
7698,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-24,76.2
7699,Gujarat,WR,22.2587,71.1924,2019-08-24,316.4
7700,MP,WR,21.30039105,76.13001949,2019-08-24,224.1
7701,Maharashtra,WR,19.25023195,73.16017493,2019-08-24,444.6
7702,Goa,WR,15.491997,73.81800065,2019-08-24,12.4
7703,DNH,WR,20.26657819,73.0166178,2019-08-24,18.8
7704,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-24,160.2
7705,Telangana,SR,18.1124,79.0193,2019-08-24,211.7
7706,Karnataka,SR,12.57038129,76.91999711,2019-08-24,196.4
7707,Kerala,SR,8.900372741,76.56999263,2019-08-24,69.8
7708,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-24,270.6
7709,Pondy,SR,11.93499371,79.83000037,2019-08-24,7.1
7710,Bihar,ER,25.78541445,87.4799727,2019-08-24,71.0
7711,Jharkhand,ER,23.80039349,86.41998572,2019-08-24,23.9
7712,Odisha,ER,19.82042971,85.90001746,2019-08-24,69.3
7713,West Bengal,ER,22.58039044,88.32994665,2019-08-24,111.2
7714,Sikkim,ER,27.3333303,88.6166475,2019-08-24,1.8
7715,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-24,2.1
7716,Assam,NER,26.7499809,94.21666744,2019-08-24,22.0
7717,Manipur,NER,24.79997072,93.95001705,2019-08-24,2.6
7718,Meghalaya,NER,25.57049217,91.8800142,2019-08-24,6.0
7719,Mizoram,NER,23.71039899,92.72001461,2019-08-24,1.8
7720,Nagaland,NER,25.6669979,94.11657019,2019-08-24,2.2
7721,Tripura,NER,23.83540428,91.27999914,2019-08-24,3.5
7722,Punjab,NR,31.51997398,75.98000281,2019-08-25,107.5
7723,Haryana,NR,28.45000633,77.01999101,2019-08-25,122.4
7724,Rajasthan,NR,26.44999921,74.63998124,2019-08-25,227.8
7725,Delhi,NR,28.6699929,77.23000403,2019-08-25,73.2
7726,UP,NR,27.59998069,78.05000565,2019-08-25,266.5
7727,Uttarakhand,NR,30.32040895,78.05000565,2019-08-25,39.4
7728,HP,NR,31.10002545,77.16659704,2019-08-25,31.1
7729,J&K,NR,33.45,76.24,2019-08-25,48.1
7730,Chandigarh,NR,30.71999697,76.78000565,2019-08-25,4.5
7731,Chhattisgarh,WR,22.09042035,82.15998734,2019-08-25,76.8
7732,Gujarat,WR,22.2587,71.1924,2019-08-25,329.4
7733,MP,WR,21.30039105,76.13001949,2019-08-25,230.9
7734,Maharashtra,WR,19.25023195,73.16017493,2019-08-25,444.1
7735,Goa,WR,15.491997,73.81800065,2019-08-25,11.5
7736,DNH,WR,20.26657819,73.0166178,2019-08-25,18.8
7737,Andhra Pradesh,SR,14.7504291,78.57002559,2019-08-25,166.5
7738,Telangana,SR,18.1124,79.0193,2019-08-25,215.6
7739,Karnataka,SR,12.57038129,76.91999711,2019-08-25,202.9
7740,Kerala,SR,8.900372741,76.56999263,2019-08-25,71.2
7741,Tamil Nadu,SR,12.92038576,79.15004187,2019-08-25,274.3
7742,Pondy,SR,11.93499371,79.83000037,2019-08-25,7.1
7743,Bihar,ER,25.78541445,87.4799727,2019-08-25,67.3
7744,Jharkhand,ER,23.80039349,86.41998572,2019-08-25,24.0
7745,Odisha,ER,19.82042971,85.90001746,2019-08-25,66.7
7746,West Bengal,ER,22.58039044,88.32994665,2019-08-25,112.4
7747,Sikkim,ER,27.3333303,88.6166475,2019-08-25,1.9
7748,Arunachal Pradesh,NER,27.10039878,93.61660071,2019-08-25,2.0
7749,Assam,NER,26.7499809,94.21666744,2019-08-25,20.9
7750,Manipur,NER,24.79997072,93.95001705,2019-08-25,2.5
7751,Meghalaya,NER,25.57049217,91.8800142,2019-08-25,6.0
7752,Mizoram,NER,23.71039899,92.72001461,2019-08-25,1.6
7753,Nagaland,NER,25.6669979,94.11657019,2019-08-25,2.0
7754,Tripura,NER,23.83540428,91.27999914,2019-08-25,3.6
7755,Punjab,NR,31.51997398,75.98000281,2019-08-26,114.0
7756,Haryana,NR,28.45000633,77.01999101,2019-08-26,125.4
7757,Rajasthan,NR,26.44999921,74.63998124,2019-08-26,234.8
7758,Delhi,NR,28.6699929,77.23000403,2019-08-26,74.8
7759,UP,NR,27.59998069,78.05000565,2019-08-26,271.7
7760,Uttarakhand,NR,30.32040895,78.05000565,2019-08-26,38.8
7761,HP,NR,31.10002545,77.16659704,2019-08-26,30.4
